v,f0,f1,f2,f3,f4,ulx,uly,llx,lly,t1x,t1y,t2x,t2y,t3x,t3y,t4x,t4y,mnix,mniy,mnmx,mnmy
IY,87.1802,546.09,1425.39,2377.56,3169.14,14495,18791,8534,-23719,-12783,1529,-21516,10621,-30834,20248,-46348,24867,-1856,-7899,-44389,-2309
AH,94.0392,291.374,1156.22,2354.96,3353.28,14929,18571,7900,-24238,-18585,-2740,-29638,691,-39449,7210,-53710,13619,-3042,-9886,-45721,-3461
AH,96.1947,528.642,1456.95,2786.97,3566.71,14261,17377,9523,-22033,-21397,-4565,-32450,4627,-42987,12403,-57141,17629,-618,-6439,-43544,-1332
IH,70.8889,361.512,1703.02,2512.22,3596.29,14366,18353,10471,-20324,-11535,4177,-23359,12174,-34133,19722,-49793,22230,-213,-4910,-43203,-468
UX,99.2563,194.243,1293.25,2215.43,3130.43,15935,15780,13591,-14665,-14755,-1349,-24244,10790,-35653,21290,-52528,25957,-806,-5653,-43639,-782
IH,86.4065,447.56,1834.73,2413.04,3500.05,13799,16900,7459,-23634,-11967,-339,-23987,7197,-34847,15790,-51591,17837,-1375,-7226,-43874,-1776
AH,99.9574,237.175,1554.2,2403.88,3637.41,15817,20668,6881,-26293,-17104,6341,-27274,7492,-37466,11363,-51660,14529,-943,-8288,-43290,-2786
IY,103.256,347.778,1897.87,2538.11,3438.33,15104,19606,10043,-24186,-12428,-472,-21430,10159,-30925,19584,-47915,22960,1978,-5759,-40458,-1293
AE,98.4707,673.933,1678.28,2402.07,4237.37,13833,18040,8828,-33134,-12034,-9748,-23448,-3040,-34364,5439,-46440,12219,1001,-17187,-40604,-9524
IH,106.435,476.23,1596.8,2478.57,3273.75,15095,18629,8391,-24087,-16775,3638,-28806,9326,-39234,14924,-53027,13869,-521,-7687,-42274,-2611
EH,98.1734,627.189,1659.11,2355.29,3380.5,13710,17567,9772,-24321,-12439,-6652,-23548,1869,-32798,12348,-46648,17688,689,-11573,-40949,-5748
AE,110.64,448.62,1460.1,2339.1,3479.29,13747,18031,5401,-26245,-13370,-1631,-26897,4198,-39332,9879,-53687,14272,-1894,-8148,-44042,-2108
EH,103.843,589.063,1474.28,2738.44,3431.58,14483,16032,8758,-21247,-13181,2266,-24729,6076,-36970,8893,-51455,13985,-1524,-6358,-44076,-966
AH,85.8503,383.587,1226.83,2393.87,3121.5,15164,19354,11815,-15451,-13246,2891,-25541,7288,-37290,10893,-50781,13346,-1464,-5848,-43881,-563
AE,83.9502,266.839,1590.99,2354.58,3558.85,13559,17450,6451,-24033,-17064,2814,-27264,10068,-36591,16835,-50562,19002,-1163,-6594,-43870,-1401
AA,87.1325,599.588,1295.12,1770.05,2879.36,15597,19321,11525,-21577,-25037,2178,-34124,10887,-44144,15687,-56957,14412,-1117,-9680,-43490,-3401
AO,100.787,647.259,978.014,2081.7,3214.17,15839,18975,8271,-24518,-17612,-2885,-32593,-3398,-46436,3644,-58022,12534,-2732,-11769,-44923,-5155
AH,91.533,526.84,1267.08,2121.97,3110.83,15616,14876,8589,-20420,-23494,-6987,-33886,1836,-44168,12704,-58837,19493,-2230,-9307,-44497,-3189
EH,81.6261,569.777,1683.15,2415.53,3638.65,12501,16570,3403,-27364,-13680,-1351,-27438,4835,-40941,12049,-56196,14969,-2113,-7661,-44509,-1995
EH,111.101,269.185,1373.53,2464.85,3709.96,13533,18620,8906,-21469,-10767,3589,-24247,8426,-35127,14990,-51128,18994,-818,-4874,-43123,-490
AH,108.169,206.357,1215.15,2264.45,4047.02,13880,18604,12188,-13459,-13248,5014,-25866,6479,-37003,9663,-50743,13439,-1129,-5206,-43336,-323
AA,95.3862,575.115,972.045,2132.13,2945.75,13625,16892,7099,-28200,-21706,-7531,-35364,250,-46313,7983,-58056,13870,-2624,-12585,-44689,-5464
IH,0,241.555,1300.47,2464.09,3579.08,13534,15233,9677,-18753,-12277,1448,-23962,8112,-35187,16248,-51213,20874,-2009,-6861,-44668,-1866
AO,99.6438,532.654,980.407,2244.06,3376.55,15719,19318,10314,-21800,-17854,-2771,-33790,-3092,-47049,4009,-60954,14188,-2243,-8659,-44204,-3050
IY,107.739,298.933,2263.93,2541.69,3439.98,15847,19535,9111,-20747,-8507,4420,-20779,9815,-30982,17031,-47343,22509,-762,-4335,-43461,119
IH,103.388,275.13,1612.73,2342.24,3903.44,15650,19700,8384,-22784,-12914,811,-20998,13149,-30152,21874,-46695,24757,-388,-4800,-42876,-232
IY,94.2746,193.156,1724.79,2334.5,3453.87,15585,17552,13574,-15328,-19229,-1903,-24454,12335,-32634,21001,-47366,23130,396,-6835,-42121,-2028
IY,94.8401,332.966,1518.19,2315.51,3463.67,14125,18262,7931,-23442,-11142,2375,-23531,11524,-33006,20696,-47421,23419,-729,-6016,-43217,-1130
IH,76.9388,630.953,1181.36,2072.51,2724.92,13975,18015,8618,-22004,-13823,4903,-26731,9636,-36789,16495,-50688,18552,-1230,-5666,-43827,-1201
AA,90.0629,531.592,1345.84,1860.23,2773.01,15013,18814,8967,-23460,-24330,-466,-33635,9076,-45262,11982,-57335,11450,-2085,-9409,-44421,-3729
IH,126.368,398.785,2106.72,2452.05,3531.54,15256,19958,7375,-24568,-10998,1735,-22845,8022,-34798,17275,-49535,20491,-961,-6355,-43141,-572
IH,124.928,493.193,1585.3,2508.7,3325.15,15718,19825,9421,-20003,-10660,3624,-23556,10315,-35143,17587,-51301,21211,-327,-4157,-42390,452
EH,108.296,364.375,1519.23,2325.54,3848.01,13399,18817,9772,-18957,-8665,4634,-23983,9130,-36411,13255,-51786,15979,-125,-4373,-42230,140
AH,98.3235,213.856,1206.66,2281.55,3023.89,14605,18228,11882,-12924,-11788,-42,-25941,7596,-37935,9805,-53508,12263,-159,-4784,-42486,-59
AO,95.926,396.609,744.488,2947.66,3646.91,20845,17734,14887,-18518,-34672,-5474,-38689,9360,-47032,18293,-62298,22382,-54,-10869,-41577,-4732
UW,117.768,239.848,1449.58,2618.25,3734.58,18361,14684,11452,-18324,-23429,361,-35516,2683,-46231,8712,-59424,13675,212,-6107,-42262,-1218
IY,105.748,281.706,2115.11,2678.77,3668.34,14254,18679,7514,-23858,-11878,1592,-22107,10886,-31796,20464,-49078,22325,708,-5097,-41885,-457
UX,101.907,267.541,1119.92,2362.33,3344.18,18083,16698,13667,-16886,-13038,-1931,-23092,9156,-34879,20635,-51085,25005,-318,-6547,-41831,-1785
AE,89.7315,730.688,1645.79,2249.91,4070.84,12361,16786,2600,-33442,-13865,-10237,-26292,-4810,-37394,4795,-50314,11016,-1615,-16968,-42526,-8860
IY,101.434,330.346,2101.75,2581.31,3279.52,14154,18928,7840,-23885,-15848,6489,-25878,15973,-35129,22765,-50906,22073,1,-4979,-42224,-175
AE,105.94,474.127,1715.5,2404.94,3096.13,14505,18503,4892,-30445,-20709,-5822,-30083,2928,-37348,11624,-51376,15904,-815,-10747,-42317,-4164
UX,93.4885,194.985,1534.15,1898.5,2869.43,17164,20097,11063,-18532,-18691,8733,-28106,17233,-37454,22746,-51042,21800,781,-6376,-40763,-2009
AA,103.469,576.182,1374.22,1824.14,2859.15,16060,19518,7192,-26864,-25278,5560,-35096,12296,-45570,15653,-57548,12189,-771,-10682,-42267,-4493
UX,100.981,277.441,1485.46,2187.45,2795.89,16273,19146,10109,-18761,-15186,-456,-24976,10190,-35102,18271,-50752,23903,-487,-4778,-42491,-235
IH,82.6825,291.417,2225.57,2614.99,3702.64,14652,18478,8285,-21849,-13271,8346,-23168,12705,-32181,20404,-48037,23313,-666,-5148,-42753,-337
IY,101.656,227.196,1841.98,2577.09,3454.79,16023,16991,10810,-20360,-14007,901,-22320,14109,-32466,21817,-48351,19697,-1123,-6527,-43381,-1133
IY,100.881,287.47,797.46,2126.76,3225.66,17579,18315,12442,-19510,-11264,-4585,-19976,7525,-30478,17834,-47435,23822,1091,-7754,-40021,-3030
AA,89.1739,650.08,1242.74,1963.52,2909.43,17058,18809,11557,-24260,-30671,-8239,-38702,3792,-47836,12488,-60840,18438,-965,-14037,-41688,-7158
AO,85.4124,560.737,1226.44,1738.74,2434.21,17086,17995,10714,-23743,-24828,-12536,-36011,-2478,-45673,9901,-59445,17527,-1121,-12279,-42504,-5712
IY,86.303,408.267,1828.99,2233.37,3193.93,15925,19437,10554,-21463,-14033,-1636,-22417,12088,-32236,20472,-48903,21607,529,-7444,-41554,-2039
AE,94.4992,644.642,1737.89,2706.27,3399.78,12289,17078,3583,-31352,-12374,-7342,-23595,187,-33299,10296,-48154,15584,-1024,-13495,-42348,-6435
EH,0,231.764,1850.95,2526.02,3720.66,14899,20372,7794,-24372,-15283,7768,-24943,14310,-34508,20053,-49294,20251,115,-5607,-41583,-1006
AO,94.5662,618.286,952.05,1928.1,3141.22,14856,20683,10037,-23636,-21729,-8134,-34639,-1541,-45607,6032,-58506,13337,-894,-11775,-43324,-5291
AH,99.2707,593.687,1545.77,2325.71,3663.33,13949,17220,9850,-27002,-18862,-5681,-32501,-383,-43627,6549,-55589,13611,1307,-9274,-41403,-3397
UX,101.839,302.572,1301.6,2284.17,2955.83,17672,19862,13627,-15848,-15041,2454,-25606,13288,-35019,21136,-50167,24218,2015,-5828,-39710,-1657
IY,113.577,305.066,2121.84,2685.52,3558.74,13812,15589,4685,-28378,-10329,-1272,-19930,8589,-31230,21008,-47775,23876,-1257,-7882,-43526,-2064
AO,98.9461,660.455,980.443,3061.25,3261.87,15942,19469,7417,-22503,-19554,-5261,-32494,702,-43331,7421,-57090,14498,-1915,-9656,-44164,-3272
AH,95.444,635.002,1177,1943.89,2870.18,15471,16224,8132,-25675,-25166,5770,-36603,8189,-46983,11804,-59226,14521,-2623,-12161,-44376,-5023
IY,110.232,277.682,1760.74,2277.46,3408.93,12860,14834,7172,-25487,-8757,-1131,-19071,7757,-29428,20098,-47215,24038,30,-7513,-42344,-2153
IH,115.522,364.568,1682.07,2249.74,3986.24,14549,19641,8988,-23668,-11803,-2462,-24335,7039,-36103,16037,-52142,20482,-964,-5717,-43008,-675
UX,107.459,267.187,1461.74,2116.33,2660.84,16597,17890,12268,-15753,-17467,5577,-27468,15817,-37217,22379,-52063,24487,-542,-5308,-43015,-275
UX,105.289,293.478,1543.02,2386.41,3304.12,16595,17178,12662,-16652,-13534,1945,-24932,11933,-36955,20659,-52724,24099,-222,-4819,-42765,178
IH,100.654,290.372,1760.23,2146.96,4044.96,13879,18954,7791,-23806,-12151,254,-23945,10166,-35898,17777,-51914,21219,-564,-5085,-42861,72
EH,103.902,461.389,1303.99,2156.34,3147.73,13444,18465,7390,-25914,-12889,-1313,-26834,4953,-38717,8358,-52741,10599,-1435,-8023,-43396,-2112
EH,98.5783,503.41,1256.99,2065.1,3013.27,13582,18412,8194,-24455,-11609,-3149,-25629,4271,-37995,9107,-52232,11912,-991,-7687,-42822,-1984
AO,97.2092,455.874,1138,1792.58,2908.8,18886,17831,14809,-16576,-32266,-928,-38149,13621,-48126,20736,-62832,22023,-647,-9919,-42278,-3694
UX,92.8101,252.316,1196.4,3229.83,4233.06,17894,18568,13612,-14876,-15727,4901,-27384,16398,-38304,23752,-53628,25687,-888,-5414,-42834,-27
AO,89.5088,457.372,761.649,2036.59,2897.02,18983,18330,14980,-16552,-32428,-6990,-38268,9029,-48445,18811,-62933,23480,-1592,-12457,-43076,-5108
UX,114.009,314.924,1655.68,2404.52,3462.13,18253,17500,13813,-16440,-11994,1185,-23195,10788,-34783,21446,-52222,25028,-462,-5079,-42603,35
IY,107.664,273.177,1512.49,2156.25,3165.77,17362,17255,11280,-19349,-13626,5386,-22799,16225,-32334,22851,-48704,22268,-1142,-6954,-42687,-916
AH,100.017,555.545,1496.65,2787.01,4039.95,15521,17253,10530,-22999,-24650,-8505,-33546,3497,-43277,12884,-57206,17830,-359,-10194,-41374,-4115
AO,99.4338,514.458,1286.17,1758.92,2896.28,17776,13645,13024,-17327,-28828,29,-36846,14266,-46011,21133,-59094,23579,-1312,-11394,-42893,-4478
IY,98.2588,310.459,2032.49,2611.02,3450.55,16808,17043,9877,-22133,-16554,3927,-24486,15285,-33322,22320,-49087,22775,-325,-8141,-42117,-2429
EH,117.531,443.229,1509.32,2171.25,3584.76,13839,18754,8015,-24331,-11343,6124,-24789,7221,-35653,12275,-50540,16464,-1403,-5262,-44213,166
AH,110.073,280.958,1248.17,2347.75,3320.38,14445,17868,12219,-15242,-13298,4450,-26343,6451,-38122,9358,-51543,12105,-1522,-5353,-44543,-25
AA,104.711,711.874,1130.29,2123.06,3169.03,13809,17460,5091,-32424,-22920,-8618,-35717,-902,-46558,6509,-58379,12653,-3240,-15704,-45840,-7203
IH,78.3479,531.425,1519.83,2908.77,3712.41,14231,15620,9231,-19865,-13836,974,-25123,7880,-35825,15292,-50836,20072,-2609,-7489,-45801,-1340
AH,119.764,468.454,1255.77,2264.5,3322.24,13892,17057,9283,-20439,-10402,5038,-22845,7056,-34483,13697,-49110,17889,-1224,-7985,-43993,-2034
AE,100.17,576.526,1371.14,2043.13,2928.05,14723,16428,7519,-27045,-23041,4452,-31433,13373,-40890,19358,-54952,17303,-2570,-12643,-45142,-5093
AO,84.7603,567.452,920.26,2817.91,3140.11,16709,18279,9064,-24094,-21014,-7293,-34258,-2602,-45921,1802,-57073,9494,-3441,-12904,-45748,-5465
IH,101.529,398.487,974.59,2584.54,3478.8,16786,18468,9930,-20073,-20492,4437,-31419,8141,-41190,12633,-55572,17180,-1329,-5544,-44507,3
AA,85.4008,624.288,1277.55,1862.09,2597.07,16469,18972,9394,-23975,-24496,10502,-35426,16892,-46261,19475,-58269,13898,-2209,-10822,-44677,-4147
AO,95.0029,628.5,1033.68,2039.39,2932.29,15801,18807,10826,-24650,-25452,-9740,-38064,-1668,-48570,6999,-61907,12820,-2538,-13721,-44856,-6074
EH,97.2548,89.3045,1572.62,2076.14,2920.86,14818,14488,8315,-23057,-22606,2932,-33513,9923,-44652,12542,-57911,12424,-1526,-7757,-44198,-1590
IY,94.1082,277.287,1843.31,2370.56,3313.86,13763,16129,5672,-27264,-11351,-1141,-21052,10388,-31947,20731,-49045,23846,-1724,-7725,-44858,-1432
AE,111.282,586.599,1715.14,2663.13,3484.07,14133,17852,7626,-25009,-12510,-1628,-23525,4900,-34005,14353,-48753,17171,-1266,-8775,-43779,-2144
AE,99.463,723.473,1619.83,2372.01,3663.94,12836,16290,4946,-29885,-14855,-8909,-26288,-35,-36732,9254,-49219,14782,-419,-14973,-41737,-7006
EH,98.1142,570.955,1653.86,2702.53,3391.12,13539,17300,5310,-25625,-15031,270,-25015,7349,-36170,13534,-51929,16497,-1173,-6208,-43927,-500
IH,102.579,487.629,1658.21,2448.45,3758.49,13771,18179,8124,-23314,-11699,1409,-24934,5326,-37131,12566,-51889,15110,-265,-5593,-42213,-373
UW,102.036,472.049,1326.31,2177.98,3001.52,19660,19252,11591,-18284,-27766,-617,-36745,9198,-46892,16238,-60477,20132,224,-6565,-41838,-1134
UX,113.521,300.185,1207.25,2241.49,3093.77,18849,19290,10990,-18849,-19638,5474,-29579,15256,-38818,22245,-53594,23528,-262,-6044,-41899,-753
AH,117.093,528.326,1423.43,1965.48,2908.22,16572,20357,4958,-27980,-21458,-635,-31540,5962,-41945,12183,-56169,14163,-747,-8719,-42730,-2599
IY,86.5083,343.763,2038.83,2712.72,3537.84,15289,17617,6855,-23361,-14830,2833,-24614,13753,-34889,21861,-51591,21244,-949,-6816,-43635,-1063
UX,102.615,287.134,1295.24,2276.7,3142.59,18876,18760,9206,-19082,-17039,3874,-26626,14459,-35587,21985,-50822,23881,-489,-5899,-42243,-698
AE,103.683,719.124,1639.6,2356.72,3144.71,12678,16171,6554,-28305,-16256,-8747,-26841,202,-36510,9171,-49170,15185,-71,-13968,-41898,-6898
AE,90.7147,681.314,1559.87,2012.05,2850.24,15985,16442,9227,-24286,-23195,1648,-28995,14642,-38418,21099,-53966,20303,-1368,-11643,-42918,-4797
EH,102.863,609.538,1810.61,2069.65,3587.68,12275,15952,3753,-27728,-11666,-6120,-24501,2196,-36052,9546,-51242,15279,-549,-9272,-41540,-3197
EH,102.01,247.262,1329.48,2477.53,3687.05,16425,17451,10130,-19470,-24310,11647,-36042,11877,-45832,16848,-59704,18433,-2595,-7674,-44904,-1438
AO,110.294,609.553,977.356,2148.57,3160.64,17563,20982,6775,-26439,-24929,-7756,-40029,-422,-51371,9344,-63917,15475,-3401,-10473,-45485,-2515
EH,110.296,544.508,1163.16,2547.01,3305.05,13946,18860,5800,-24553,-15544,518,-28530,5290,-40974,10370,-55512,16343,-2013,-6208,-44661,60
UX,108.224,276.794,1583.57,2478.24,3299.35,16502,18907,14782,-14607,-11092,-554,-22341,9620,-33375,19570,-50883,25110,79,-4586,-42289,425
AO,99.7312,452.041,821.199,1972.68,2831.67,19494,20993,14420,-18726,-34199,-6168,-37322,7798,-45718,16934,-61178,22488,-763,-11120,-42629,-4057
AO,107.316,591.254,909.362,2345.66,3292.9,16306,19836,8725,-23647,-17846,-2381,-32475,-1274,-44898,4887,-56309,14440,-2595,-10254,-44217,-3422
AH,94.6699,295.684,1174.69,2062.31,3370.92,14231,16846,7714,-21921,-19923,-1932,-32723,4336,-43611,12673,-57728,18449,-2390,-8324,-44396,-1664
EH,86.357,574.872,1695.69,2466.57,3647.64,12536,17056,4936,-25727,-12379,-3100,-25357,3498,-36964,10567,-52261,15183,-1262,-7905,-43408,-1655
IY,90.653,468.818,1235.81,2251.68,3225.19,16367,18262,8971,-20540,-13177,-1232,-23003,7453,-32500,18617,-48985,24090,-1090,-6893,-43249,-1358
IH,109.099,207.804,1562.44,2494.05,4171.8,14092,18540,11052,-19104,-9724,-1126,-23994,7697,-36375,14271,-51019,19497,376,-3809,-42031,801
AH,91.6173,361.51,1332.35,2434.89,3277.09,14672,16586,9706,-20886,-17812,-7165,-30356,3185,-41787,10276,-55830,18121,-768,-6328,-42768,-580
AA,80.6243,734.472,1275.23,2093.19,2984.64,13603,17779,8365,-28092,-20093,-5900,-33252,1987,-44819,8451,-57392,12126,-646,-11970,-42695,-5063
EH,88.1954,426.998,1254.66,2543.53,3615.02,15869,15523,8959,-20933,-20505,6822,-32359,9981,-42087,16893,-56983,19986,-3063,-10295,-44892,-3357
AO,96.8097,625.233,964.565,2124.92,3209.63,16665,19225,9678,-23140,-21705,-8061,-37818,-1908,-49997,7692,-62131,15021,-2936,-10947,-45086,-3973
EH,105.565,532.238,997.56,2458.97,3307.32,14399,17612,6694,-23374,-14074,2062,-27260,4286,-39761,8586,-52995,14777,-2683,-7290,-45265,-1155
UX,101.169,275.652,1442.45,2523.29,3234.6,17593,19198,13974,-15356,-11573,-54,-22753,9860,-33167,19959,-50086,25183,-93,-5132,-42287,142
AO,90.9144,535.626,1141.07,1756.8,2732.04,20389,17028,11950,-19273,-34057,-4812,-37920,9346,-46300,18243,-61206,22702,-2273,-12362,-43730,-5179
AH,95.9914,660.603,1332.03,2233.95,3058.43,13434,17452,6522,-28261,-28392,-1130,-39619,4263,-50103,8466,-62506,11291,-123,-9628,-42815,-3250
AE,93.5037,712.252,1693.44,2432.7,3162.09,12640,17725,1795,-31746,-13968,-5621,-26511,-2438,-38483,5869,-52459,8876,-1638,-12991,-43020,-5879
EH,87.8218,511.264,1808.06,2423.27,3200.24,13962,18803,8852,-26403,-16222,-1885,-24259,9393,-33125,17054,-47261,19704,62,-10449,-41397,-4257
EH,95.9886,574.897,1657.31,2456.45,2987.11,13974,16213,7546,-27531,-18809,-3737,-29440,6134,-40747,10970,-54269,13731,-71,-9862,-41945,-3597
UX,105.673,281.298,1651.1,2282.04,3476.34,19693,16439,8877,-18331,-10845,2363,-21896,9502,-32890,19126,-48561,21771,-601,-5782,-43146,-538
AH,102.718,580.565,1092.77,2213.97,2942.65,16232,16615,7569,-26936,-22523,-11487,-33971,-2738,-43614,7408,-57065,15267,-1677,-12427,-42158,-6049
AE,96.8342,238.027,1606.99,2489.5,3881.27,13574,15202,9590,-19747,-17179,4557,-28213,7976,-39048,11561,-52959,11641,-1276,-7761,-43659,-2364
UX,88.9055,224.189,1292.64,2269.13,3269.43,15683,17408,14959,-14443,-9188,-126,-19428,8760,-29291,19670,-46572,23467,467,-6789,-41603,-1439
AH,113.703,563.984,1329.08,2426.81,3652.1,13563,16816,7818,-24187,-15921,-3727,-30945,968,-42142,6952,-56067,13314,-1059,-7070,-43610,-1385
EH,103.138,291.218,1493.92,2453.65,3673.01,14298,16697,7594,-22484,-13787,4223,-24722,7214,-35909,12030,-50929,16662,-965,-5563,-43892,52
IH,97.2754,212.668,1409.09,2432.26,3331.48,15194,18749,11121,-17434,-14521,9121,-24586,12392,-34258,18028,-50313,15409,-59,-5179,-42432,-355
IH,93.8658,287.29,2176.74,3584.44,3715.62,13959,19307,7756,-22685,-12518,2327,-23705,11309,-33914,20552,-49252,23578,-1079,-5374,-43612,-216
UX,88.1919,233.394,1381.23,2060.44,3025.15,13819,14022,12573,-15235,-14920,5678,-26631,9743,-37123,15624,-51025,17434,-1333,-5750,-43934,-368
EH,88.7446,553.774,1658.04,2362.36,2947.69,13970,16065,6697,-24249,-20919,613,-31522,9822,-42105,14220,-55438,15270,-1399,-7565,-43660,-2013
AE,80.3738,715.782,1557.24,2250.18,3747.16,13270,16483,1930,-30275,-16316,-7305,-29137,1089,-41502,10739,-54326,15952,-2597,-12975,-44677,-5431
AO,106.416,628.414,1244.66,2186.11,3154.7,16373,19940,8638,-23557,-24670,1150,-36926,5637,-46386,11697,-58118,17999,-2260,-9419,-44632,-2669
IY,99.8108,276.102,1893.44,2474.37,3803.25,15166,19563,10117,-20431,-16502,7684,-26139,16639,-35979,23240,-53587,22170,378,-3974,-42375,496
AE,91.2942,539.415,1472.48,2208.09,3564.26,13743,18410,7193,-24527,-15346,1655,-25654,8902,-34838,16082,-50198,18994,-1352,-7156,-43434,-1491
AH,93.8202,236.332,1640.42,2457.32,3609.62,15903,19852,8093,-23622,-20112,-2042,-30409,4698,-40595,12293,-55114,15705,-281,-7420,-42905,-1665
IY,89.4511,210.247,1883.79,2639.22,3598.96,16163,18857,10129,-17738,-14297,3926,-25239,14759,-35298,21891,-52110,21534,311,-4044,-42325,331
UX,85.0411,351.988,796.697,2441.54,3049.11,18539,16507,12491,-17242,-20790,-5191,-31915,3067,-40813,13841,-58070,22821,-10,-6483,-42752,-1167
UX,99.9495,242.373,1556.64,2326.33,3704.96,17218,18609,12654,-16958,-11883,3806,-23000,12017,-33518,20442,-48952,23576,-416,-4768,-42722,20
AH,102.903,547.777,1145.62,2171,3835.94,14464,17989,9049,-24323,-21436,-8154,-34803,-648,-45331,8983,-57889,16026,-1595,-9696,-43421,-3490
IH,110.08,295.174,1895.48,2268.88,3707.08,13500,18835,7235,-21838,-12413,-1863,-23765,8008,-34284,16924,-51221,21892,-1436,-4560,-43390,361
AH,96.9658,584.645,1402.37,2431.35,2986.36,15824,14337,8908,-19684,-26624,-8485,-36109,3017,-45559,13399,-59998,19531,-1477,-8249,-43906,-2188
IH,113.77,264.84,2057.03,2388.7,3805.03,13470,17695,6382,-22762,-12252,-634,-24235,8878,-36141,18419,-52648,21738,-1499,-5579,-43658,-713
EH,104.43,397.93,1234.26,2193.05,3120.45,12923,18046,8838,-21208,-11476,-2473,-25212,4572,-37151,10521,-51802,14482,-1428,-6846,-43239,-1303
AH,91.3472,507.794,1392.18,2269.03,3524.27,15629,14698,8364,-20926,-20284,-3393,-32265,3987,-42291,11029,-55602,18802,-1863,-7578,-44127,-2055
IH,90.8688,262.027,2240.91,3444.43,4214.39,12910,17447,5114,-22369,-13106,-2033,-24328,8357,-34888,16535,-50423,20800,-1113,-4806,-43445,45
IH,91.3537,456.897,1696.49,2303.31,3364.94,12778,17309,6559,-21313,-12183,-1254,-24527,7604,-35631,15437,-49896,20094,-1317,-5787,-43327,-719
AE,108.322,687.138,1636.63,2390.46,3284.98,13645,16703,6856,-28882,-18041,-8475,-27407,162,-36603,8355,-49458,12913,453,-15351,-41105,-7238
AH,106.911,672.213,1393.37,2338.2,3501.64,14405,18703,6492,-27531,-13603,-3058,-25720,1288,-36296,6404,-49141,8570,-1157,-10667,-42349,-4391
IH,88.1062,577.415,1977.58,2536.59,3350.85,14592,18626,6282,-23757,-11427,528,-22606,6577,-31398,15599,-46036,20137,-1354,-7640,-43623,-2071
AH,99.5015,599.885,1471.22,2196.32,3258.43,14657,16240,5910,-26847,-26190,-8641,-36141,129,-45875,9568,-59158,16417,-1599,-10405,-43630,-3673
UX,103.822,349.411,773.284,2538.69,3181.48,17358,16781,12907,-18448,-22072,-7473,-33490,2147,-43153,12400,-60705,21900,-163,-6909,-42713,-1333
AE,95.8246,727.16,1624.96,2346.32,3544.48,12559,16049,2419,-29189,-15919,-6430,-28352,-2201,-39547,6429,-51755,11956,-1757,-12293,-43273,-5059
AO,111.137,555.737,1138.57,1846.3,2795.21,20492,23647,10219,-20747,-24571,9521,-34659,16819,-45092,19389,-57742,15247,-2034,-7173,-43840,-1245
AO,115.947,434.98,892.812,1698.32,2600.65,20132,16855,9611,-19880,-29842,3389,-37161,15787,-47520,21302,-61656,20562,-1970,-7457,-43901,-1241
IY,114.342,424.008,1503.17,1846.56,2819.08,18248,17070,8672,-20938,-27296,9936,-37443,18946,-48040,22322,-61290,16979,-1926,-7138,-44129,-619
IH,110.641,335.722,1734.63,2476.97,3491.58,15260,18437,6993,-23242,-16275,6391,-27766,15341,-38272,21677,-54685,19603,-1416,-4886,-43793,756
IY,102.299,479.836,1845.25,2408.67,3345.74,17062,17503,9936,-20573,-16527,-2575,-26760,7517,-36453,20498,-52942,25504,-1284,-4353,-43608,827
AE,87.0021,231.301,1380.36,2707.28,3765.17,13553,18621,5916,-25140,-14020,4417,-25384,8788,-34950,13873,-49919,16884,-1835,-5371,-44010,73
UX,94.2309,329.024,734.345,2299.72,3090.1,18773,16487,11482,-20085,-23754,-4976,-33447,5518,-42716,16157,-58624,23834,-1730,-6589,-44339,-388
AO,108.815,604.527,991.856,2149.04,3154.01,15434,19897,8980,-23573,-16742,-3651,-31761,-2124,-44684,4524,-57347,12891,-2448,-10022,-44945,-2703
IY,118.227,300.297,2134.23,2663.11,3369.15,15010,19064,7356,-21966,-9774,4027,-20438,8432,-30404,15030,-45213,19768,-1518,-5777,-44262,-116
IH,111.063,248.595,865.594,2339.08,3418.87,14720,19014,7399,-23272,-13164,1807,-21090,12101,-29775,21226,-45833,24465,-1157,-4996,-43726,279
IY,101.024,308.652,1949.12,2555.86,3143.93,15105,18728,11201,-19433,-18164,1256,-24412,13957,-34117,20618,-48857,20558,-1022,-6055,-43832,-650
IY,101.87,442.937,1591.3,2320.17,3414.74,13990,18844,9333,-22122,-12074,3994,-23094,12660,-31510,20955,-46916,24574,-593,-4824,-43511,516
IH,89.3396,508.302,1385.99,2716.3,3651.17,13488,18769,7841,-22867,-13669,2938,-25553,9198,-35106,16087,-49260,18913,-1736,-5901,-43965,-348
AA,93.5754,588.246,1249.21,1776.8,2768.43,14730,19028,8460,-24530,-25131,-3633,-32769,8138,-44459,11431,-56985,11484,-1575,-10890,-44284,-3771
AE,105.072,661.292,1364.55,2212.79,3536.75,13312,17173,4192,-28894,-15865,-5877,-28251,3156,-39365,11747,-52971,15854,-1896,-10566,-44085,-3612
IY,103.237,205.257,1906.8,3686.45,4246.82,13173,16122,8151,-20806,-13460,1408,-21781,12861,-31374,21625,-49352,24129,-512,-5603,-42745,-568
UX,0,517.627,2459.4,2820.35,3911.84,13500,18361,7432,-21542,-12232,3359,-22267,13370,-33332,22429,-49289,25029,-1216,-5563,-43401,196
AE,99.6395,429.464,1326.01,1768.81,2958.78,14224,18091,7840,-21417,-23559,2360,-30369,14540,-40089,20476,-54161,18982,-1300,-9019,-43293,-2243
